index,0,1,2,3,4
0,0.042716862400993705,0.5321571342647076,0.357486458029598,0.06118360301479697,0.006455942464526743
1,0.13448387337848544,0.38920655846595764,0.01604910404421389,0.059641615487635136,0.4006188493221998
2,0.967018261551857,0.023212901200167835,0.0019645732172648422,0.0035301439347676933,0.004274120889022015
3,0.01203799236100167,0.01403834589291364,0.8613585829734802,0.015062273188959807,0.09750273847021163
4,0.3240920901298523,0.08552899514324963,0.035030147118959576,0.48847270710393786,0.06687601981684566
5,0.04038340790430084,0.0024688650664757006,0.009595127121428959,0.9442600160837173,0.0032925621781032532
6,0.22043464612215757,0.023587320582009852,0.09161691274493933,0.6516425982117653,0.01271844282746315
7,0.870491050183773,0.004684579966124147,0.005052795269875787,0.11604527593590319,0.003726273716893047
8,0.9490268379449844,0.022179799212608486,0.020674624378443696,0.0033359285298502073,0.004782822070410475
9,0.10881015099585056,0.3570552011951804,0.014880716451443732,0.46938865119591355,0.04986529937013984
10,0.0015074594266479835,0.0009499734078417532,0.0013300263963174075,0.9948415160179138,0.0013710150597034954
11,0.17934584873728454,0.019825483788736165,0.002950180285552051,0.003035768495465163,0.7948427200317383
12,0.00368423480540514,0.9931361526250839,0.0010973693133564666,0.000581421292736195,0.001500783266237704
13,0.11299856379628181,0.2459578923881054,0.5930046616122127,0.02127527876291424,0.02676359738688916
14,0.0006950128372409381,0.003353656124090776,0.9925937056541443,0.001022823023959063,0.002334784876438789
15,0.5644996203482151,0.006393245770595968,0.015151743427850306,0.3343648314476013,0.07959052524529397
16,0.14149671862833202,0.043702036840841174,0.7684804573655128,0.02486306958599016,0.021457712398841977
17,0.002033954981015995,0.007093424559570849,0.975975751876831,0.0019366024498594925,0.012960273830685765
18,0.028660464682616293,0.005762533750385046,0.03600963018834591,0.9195303022861481,0.0100370844011195
19,0.16999000310897827,0.6314975135028362,0.017069807392545044,0.031509523396380246,0.14993314072489738
20,0.012549604958621785,0.013635242125019431,0.9453559517860413,0.011353053560014814,0.017106111132306978
21,0.005724156566429883,0.9898568987846375,0.0003732137120096013,0.0014488943270407617,0.0025968581467168406
22,0.0725354440510273,0.013661306467838585,0.018952779355458915,0.002561373694334179,0.8922891169786453
23,0.029436609125696123,0.00468640323379077,0.019345615612110123,0.12265616608783603,0.8238751664757729
24,0.005367740668589249,0.003996410057879984,0.029286552860867232,0.95612633228302,0.005222955791396089
25,0.4670148566365242,0.0325202337699011,0.035107346455333754,0.4150006156414747,0.05035692686215043
26,0.0007572829781565815,0.0005432838279375574,0.0013966279184387531,0.9968859702348709,0.00041683800009195693
27,0.002799693582346663,0.0077099589398130774,0.9786192178726196,0.0020621722214855254,0.008808931859675795
28,0.9964510500431061,0.001043960015522316,0.001473234278819291,0.0002658684188645566,0.0007658723625354469
29,0.2746669976040721,0.32136954739689827,0.35502785071730614,0.02534787531476468,0.023587721632793546
30,0.0005435866878542583,0.0003428704403631855,0.0003413726190046873,0.9984179884195328,0.00035418646803009324
31,0.029979869024828076,0.25669705122709274,0.5995841175317764,0.09470916539430618,0.01902976888231933
32,0.00585025644977577,0.0016088071133708581,0.02373050377354957,0.9680942445993423,0.0007161879875638988
33,0.9702601283788681,0.006876658153487369,0.0022442613990278915,0.009024246435728855,0.011594727096962743
34,0.11641122540459037,0.017202927032485604,0.24601935595273972,0.6033582240343094,0.017008222872391343
35,0.0045060891134198755,0.9922728985548019,0.0006331828735710587,0.0016614061023574322,0.000926418944800389
36,0.0036389477318152785,0.0018590803156257607,0.0029517491930164397,0.9886399209499359,0.0029102842963766307
37,0.005242043058387935,0.006784428740502335,0.01863858214346692,0.0012498843570938334,0.9680850654840469
38,0.004702042089775205,0.0018691757722990587,0.11392313026590273,0.001489488044171594,0.8780161887407303
39,0.06097487569786608,0.001964165741810575,0.017884933506138623,0.004405571875395253,0.9147704243659973
40,0.17436864227056503,0.4481281340122223,0.2119075758382678,0.09127227519638836,0.07432340458035469
41,0.134720453992486,0.3453390132635832,0.16547711472958326,0.3256152383983135,0.02884817263111472
42,0.001533070688310545,0.004679059726186097,0.9902926385402679,0.0014511297340504825,0.0020441382221179083
43,0.11475792806595564,0.28158745914697647,0.16990215238183737,0.03760729532223195,0.39614513888955116
44,0.025567807257175446,0.507907641120255,0.00351810097345151,0.39808126096613705,0.06492520426400006
45,0.018337018322199583,0.012074934551492333,0.9549470543861389,0.004036601923871785,0.010604340757708997
46,0.45049332827329636,0.020547029213048518,0.12352356407791376,0.05177152215037495,0.35366460448130965
47,0.001022604075842537,0.0017603545857127756,0.0016589215010753833,0.9943843483924866,0.0011738000102923252
48,0.0026588067557895556,0.9953817576169968,0.0006736693831044249,0.0007244395019370131,0.0005613291505142115
49,0.0035085161653114483,0.0041015039387275465,0.0011210897864657454,0.9855358004570007,0.00573310720938025
50,0.004699263663496822,0.003470153926173225,0.050283061573281884,0.0027821266412502155,0.9387654066085815
51,0.03653482429217547,0.006807865429436788,0.013532547163777053,0.3434897563420236,0.5996350001078099
52,0.011179163819178939,0.001370270038023591,0.03428096626885235,0.008489306550472975,0.944680318236351
53,0.010412250936497003,0.0026221560256090015,0.010967111389618367,0.009008738270495087,0.966989740729332
54,0.002883530192775652,0.0016270498381345533,0.009059042960871011,0.0007380440329143312,0.9856923371553421
55,0.0028037998999934644,0.9961565732955933,0.00025103411098825745,0.0004207410092931241,0.00036781487324333284
56,0.000479817004816141,0.0002887051650759531,0.00038348288944689557,0.9981119781732559,0.0007360123745456804
57,0.024471560143865645,0.0014505394938169047,0.004189779108855873,0.0066865869594039395,0.9632015228271484
58,0.044448887230828404,0.04278591205365956,0.050863933051005006,0.2598602268844843,0.6020410470664501
59,0.1305377127137035,0.022462744964286685,0.8259038403630257,0.008508154889568686,0.012587530058226548
60,0.0331769768090453,0.9501019865274429,0.008681667568453122,0.0018397869571344927,0.0061995983924134634
61,0.0037620571674779058,0.9851352274417877,0.0008957260797615163,0.009262457257136703,0.0009445679679629393
62,0.02066205895971507,0.004808894649613649,0.015299571445211768,0.8242859840393066,0.13494348363019526
63,0.016677491483278573,0.01658894633874297,0.9430850297212601,0.012712147552520037,0.01093638279417064
64,0.014393718185601756,0.9813007265329361,0.0008126003413053695,0.0015793653292348608,0.001913607724418398
65,0.0036924145970260724,0.00930444267578423,0.9765683859586716,0.007951532083097845,0.0024832572817103937
66,0.020539936842396855,0.010266603087075055,0.003118868567980826,0.00798941042739898,0.9580851793289185
67,0.028447942342609167,0.1020144890062511,0.6112202927470207,0.08959119359496981,0.16872605914250016
68,0.841757707297802,0.1477796179242432,0.002936809789389372,0.003621061478042975,0.0039048113394528627
69,0.0008727935201022774,0.00046467075662803836,0.0003938061563530937,0.9978668093681335,0.00040189532228396274
70,0.0004937622688885313,0.000282715112916776,0.00024395600848947652,0.9987474828958511,0.00023208195125334896
71,0.09147064900025725,0.04752134718000889,0.46681947261095047,0.05598470591939986,0.338203813880682
72,0.000717691069439752,0.0005989909695927054,0.0003085207899857778,0.9980522245168686,0.0003225386099074967
73,0.025426446460187435,0.06589925847947598,0.6937753409147263,0.16217671218328178,0.052722257445566356
74,0.0022769292700104415,0.995847225189209,0.00031951705386745743,0.0008333749719895422,0.0007229902657854836
75,0.021076942735817283,0.0016771833834354766,0.0009902529563987628,0.9739746153354645,0.0022810008813394234
76,0.02932511456310749,0.012976560043171048,0.03731197025626898,0.17901225411333144,0.7413741406053305
