index,0,1,2,3,4
0,0.030622183810919523,0.5124337375164032,0.1376867729704827,0.3180007659830153,0.0012565448305394966
1,0.09576139994896948,0.5321374945342541,0.021741476142778993,0.33499662578105927,0.015363021404482424
2,0.9341314285993576,0.009992333769332618,0.009205730886606034,0.00818274552875664,0.03848776611266658
3,0.0009389357496729644,0.014082294117542915,0.9818708449602127,0.0005522630654013483,0.0025557192280984964
4,0.8818125873804092,0.03573322977172211,0.018256848386954516,0.027389043243601918,0.03680827736388892
5,0.02720901077191229,0.017452615773436264,0.07425630124635063,0.8082378506660461,0.07284420519135892
6,0.07292673853226006,0.007479118154151365,0.0196739420061931,0.8740871250629425,0.02583306959422771
7,0.70287274569273,0.05445873428834602,0.07062540929109673,0.07746671827044338,0.09457639764877968
8,0.9885472357273102,0.00508295317649754,0.0018662870854768698,0.00021969904832985776,0.004283827207473223
9,0.3466647658497095,0.5440150275826454,0.02038640616228804,0.06490744790062308,0.024026343831792474
10,0.0029321499132493045,0.0006628568744417862,0.0003957363535391778,0.9935140311717987,0.002495218761396245
11,0.49720910005271435,0.010993157549819443,0.022241402766667306,0.012227200029883534,0.457329161465168
12,0.001992529410927091,0.9972326457500458,0.00021146283779671649,0.0004319607360230293,0.00013146688979759347
13,0.12667685560882092,0.23416660726070404,0.3504771934822202,0.0058559568715281785,0.2828233614563942
14,0.00017355276168018463,0.010636924591381103,0.9855706095695496,0.0002165206401514297,0.0034024077031062916
15,0.5267048291862011,0.008276394684799016,0.04880720120854676,0.30409050919115543,0.11212112009525299
16,0.6828163117170334,0.024591096327640116,0.06353441334795207,0.003947982499084901,0.22511021606624126
17,0.0009618064086680533,0.013766968302661553,0.9758516699075699,0.0011778347579820547,0.008241707959314226
18,0.050685960333794355,0.04015386081300676,0.2992144338786602,0.6076154112815857,0.002330326897208579
19,0.06799849960952997,0.2503224515821785,0.1393765095854178,0.021921493229456246,0.5203810632228851
20,0.011992675536021125,0.046855869877617806,0.9270922094583511,0.006490873238362838,0.007568406139398576
21,0.008698909306986025,0.9468699097633362,0.004567136163132091,0.03146238620274744,0.008401616702030879
22,0.2006963276071474,0.01093492541986052,0.016279894567560405,0.0038228129415074363,0.768266037106514
23,0.6749034859240055,0.0009356384471175261,0.0007792883188812993,0.0037056072615087032,0.31967595405876637
24,0.054400946013629436,0.012373169098282233,0.04185689764562994,0.8605387359857559,0.030830265663098544
25,0.0009983539612221648,0.0014854368027954479,0.0003934436203962832,0.996804729104042,0.0003180647222507105
26,0.0003260172379668802,0.002492400459232158,0.000991302807960892,0.9946619719266891,0.001528334407339571
27,0.01299064396880567,0.22452936880290508,0.35605672374367714,0.005917171336477622,0.4005060773342848
28,0.9989353567361832,8.969762890842503e-05,0.0007433882646594725,2.7023413744498015e-05,0.00020461273697947036
29,0.9155122190713882,0.019357124663656577,0.015813643345609307,0.008646637143101543,0.04067042068345472
30,0.11882764403708279,0.022350922830810305,0.13908733759308234,0.7145323976874352,0.005201668289828376
31,0.005554030831262935,0.14255543681792915,0.8256233260035515,0.021248059696517885,0.00501915198401548
32,0.03148802649229765,0.003219644248019904,0.04655025189276785,0.9176563173532486,0.0010857208217203151
33,0.3133704215288162,0.007056747883325443,0.013498331070877612,0.5096870847046375,0.15638740826398134
34,0.09052887186408043,0.048406886868178844,0.17134001571685076,0.5134938713163137,0.17623033374547958
35,0.0021743441193393664,0.9962372928857803,0.00029656236392838764,0.0011104086788691347,0.0001813847457015072
36,0.0013739649721173919,0.001738519086757151,0.0018351790713495575,0.9921122193336487,0.00294016066027325
37,0.009997001373449166,0.002632420101235766,0.0015790243874107546,0.00143958101023145,0.9843519777059555
38,0.0008462901787424926,0.0024877510827536753,0.06399642387987114,0.0005197651025810046,0.9321497827768326
